Datetime,Open,High,Low,Close,Adj Close,Volume
2023-11-03 09:30:00-04:00,138.99000549316406,139.49000549316406,138.6800994873047,139.30999755859375,139.30999755859375,1959348
2023-11-03 09:32:00-04:00,139.3000030517578,139.389892578125,139.02000427246094,139.0749969482422,139.0749969482422,416836
2023-11-03 09:34:00-04:00,139.08999633789062,139.0998992919922,138.4600067138672,138.75,138.75,620635
2023-11-03 09:36:00-04:00,138.75,138.88949584960938,138.5438995361328,138.60000610351562,138.60000610351562,307679
2023-11-03 09:38:00-04:00,138.60159301757812,138.77000427246094,138.38999938964844,138.42999267578125,138.42999267578125,290415
2023-11-03 09:40:00-04:00,138.44500732421875,138.85000610351562,138.42999267578125,138.8000030517578,138.8000030517578,314253
2023-11-03 09:42:00-04:00,138.77999877929688,138.83030700683594,138.5500030517578,138.60000610351562,138.60000610351562,354139
2023-11-03 09:44:00-04:00,138.61000061035156,138.8800048828125,138.61000061035156,138.75,138.75,551455
2023-11-03 09:46:00-04:00,138.75,139.18870544433594,138.72000122070312,139.18499755859375,139.18499755859375,1935595
2023-11-03 09:48:00-04:00,139.1800994873047,139.2899932861328,139.03770446777344,139.08200073242188,139.08200073242188,365994
2023-11-03 09:50:00-04:00,139.08999633789062,139.16000366210938,138.92030334472656,138.9600067138672,138.9600067138672,308646
2023-11-03 09:52:00-04:00,138.9691925048828,138.9691925048828,138.60000610351562,138.67599487304688,138.67599487304688,398330
2023-11-03 09:54:00-04:00,138.66000366210938,138.75999450683594,138.52999877929688,138.63999938964844,138.63999938964844,288837
2023-11-03 09:56:00-04:00,138.63999938964844,138.97000122070312,138.58999633789062,138.9199981689453,138.9199981689453,340663
2023-11-03 09:58:00-04:00,138.9250030517578,138.9250030517578,138.58999633789062,138.60000610351562,138.60000610351562,418916
2023-11-03 10:00:00-04:00,138.6300048828125,139.07000732421875,138.61000061035156,138.80990600585938,138.80990600585938,383595
2023-11-03 10:02:00-04:00,138.80999755859375,138.8300018310547,138.3800048828125,138.52000427246094,138.52000427246094,472771
2023-11-03 10:04:00-04:00,138.50999450683594,138.52000427246094,138.23500061035156,138.38999938964844,138.38999938964844,334315
2023-11-03 10:06:00-04:00,138.39320373535156,138.47999572753906,138.24000549316406,138.3347930908203,138.3347930908203,257926
2023-11-03 10:08:00-04:00,138.32159423828125,138.4600067138672,138.16000366210938,138.27999877929688,138.27999877929688,250440
2023-11-03 10:10:00-04:00,138.3000030517578,138.5,138.24000549316406,138.48500061035156,138.48500061035156,248646
2023-11-03 10:12:00-04:00,138.49000549316406,138.57940673828125,138.30999755859375,138.30999755859375,138.30999755859375,237428
2023-11-03 10:14:00-04:00,138.30999755859375,138.39999389648438,138.1300048828125,138.25,138.25,320033
2023-11-03 10:16:00-04:00,138.25,138.3455047607422,138.11000061035156,138.30540466308594,138.30540466308594,299997
2023-11-03 10:18:00-04:00,138.2899932861328,138.31849670410156,137.88999938964844,137.96499633789062,137.96499633789062,418731
2023-11-03 10:20:00-04:00,137.97000122070312,138.1779022216797,137.9550018310547,138.1490020751953,138.1490020751953,237448
2023-11-03 10:22:00-04:00,138.16000366210938,138.1999969482422,138.02000427246094,138.0301055908203,138.0301055908203,188832
2023-11-03 10:24:00-04:00,138.0399932861328,138.11000061035156,137.94000244140625,137.94020080566406,137.94020080566406,269129
2023-11-03 10:26:00-04:00,137.95550537109375,137.9600067138672,137.64999389648438,137.66000366210938,137.66000366210938,509762
2023-11-03 10:28:00-04:00,137.66000366210938,137.8679962158203,137.6199951171875,137.8300018310547,137.8300018310547,283123
2023-11-03 10:30:00-04:00,137.8300018310547,138.0500030517578,137.77999877929688,137.89999389648438,137.89999389648438,256130
2023-11-03 10:32:00-04:00,137.8990020751953,137.99000549316406,137.64999389648438,137.7100067138672,137.7100067138672,229353
2023-11-03 10:34:00-04:00,137.6999969482422,137.73410034179688,137.4499969482422,137.57420349121094,137.57420349121094,332122
2023-11-03 10:36:00-04:00,137.57080078125,137.9866943359375,137.5500030517578,137.9600067138672,137.9600067138672,226891
2023-11-03 10:38:00-04:00,137.97000122070312,138.05499267578125,137.88999938964844,137.91000366210938,137.91000366210938,239238
2023-11-03 10:40:00-04:00,137.92599487304688,138.0749969482422,137.86000061035156,137.86399841308594,137.86399841308594,208587
2023-11-03 10:42:00-04:00,137.86000061035156,137.86000061035156,137.6300048828125,137.72999572753906,137.72999572753906,247302
2023-11-03 10:44:00-04:00,137.6999969482422,137.7899932861328,137.5399932861328,137.7899932861328,137.7899932861328,225152
2023-11-03 10:46:00-04:00,137.79649353027344,137.9499969482422,137.7550048828125,137.92999267578125,137.92999267578125,177831
2023-11-03 10:48:00-04:00,137.9199981689453,137.95989990234375,137.76060485839844,137.847900390625,137.847900390625,184676
2023-11-03 10:50:00-04:00,137.83999633789062,137.94000244140625,137.72000122070312,137.7449951171875,137.7449951171875,132951
2023-11-03 10:52:00-04:00,137.75,137.875,137.74000549316406,137.80369567871094,137.80369567871094,108540
2023-11-03 10:54:00-04:00,137.80999755859375,138.1999969482422,137.69000244140625,138.14999389648438,138.14999389648438,260813
2023-11-03 10:56:00-04:00,138.14999389648438,138.19000244140625,138.08999633789062,138.14999389648438,138.14999389648438,192834
2023-11-03 10:58:00-04:00,138.14999389648438,138.3199005126953,138.13999938964844,138.22999572753906,138.22999572753906,253336
2023-11-03 11:00:00-04:00,138.22999572753906,138.30999755859375,138.04490661621094,138.0800018310547,138.0800018310547,247226
2023-11-03 11:02:00-04:00,138.0727996826172,138.22500610351562,138.07000732421875,138.1649932861328,138.1649932861328,149980
2023-11-03 11:04:00-04:00,138.1649932861328,138.25999450683594,138.11500549316406,138.2100067138672,138.2100067138672,104907
2023-11-03 11:06:00-04:00,138.2050018310547,138.42999267578125,138.14999389648438,138.19000244140625,138.19000244140625,208918
2023-11-03 11:08:00-04:00,138.1699981689453,138.22999572753906,138.0305938720703,138.14430236816406,138.14430236816406,143087
2023-11-03 11:10:00-04:00,138.13999938964844,138.25999450683594,137.9550018310547,138.2301025390625,138.2301025390625,159853
2023-11-03 11:12:00-04:00,138.23500061035156,138.37899780273438,138.22999572753906,138.30999755859375,138.30999755859375,113550
2023-11-03 11:14:00-04:00,138.30999755859375,138.3643035888672,138.1649932861328,138.18099975585938,138.18099975585938,100827
2023-11-03 11:16:00-04:00,138.18499755859375,138.27999877929688,138.14999389648438,138.19000244140625,138.19000244140625,110077
2023-11-03 11:18:00-04:00,138.19009399414062,138.27999877929688,138.14999389648438,138.25999450683594,138.25999450683594,102782
2023-11-03 11:20:00-04:00,138.27000427246094,138.3699951171875,138.10000610351562,138.14999389648438,138.14999389648438,114962
2023-11-03 11:22:00-04:00,138.14999389648438,138.3300018310547,138.14999389648438,138.2386016845703,138.2386016845703,114920
2023-11-03 11:24:00-04:00,138.24000549316406,138.31629943847656,138.18499755859375,138.3000030517578,138.3000030517578,120940
2023-11-03 11:26:00-04:00,138.32000732421875,138.3800048828125,138.25999450683594,138.375,138.375,128905
2023-11-03 11:28:00-04:00,138.36500549316406,138.36500549316406,138.13999938964844,138.19000244140625,138.19000244140625,137820
2023-11-03 11:30:00-04:00,138.19000244140625,138.49000549316406,138.13999938964844,138.42919921875,138.42919921875,216162
2023-11-03 11:32:00-04:00,138.4199981689453,138.47999572753906,138.39999389648438,138.44000244140625,138.44000244140625,145322
2023-11-03 11:34:00-04:00,138.44000244140625,138.5850067138672,138.42999267578125,138.52000427246094,138.52000427246094,254265
2023-11-03 11:36:00-04:00,138.52499389648438,138.5399932861328,138.3800048828125,138.39500427246094,138.39500427246094,128909
2023-11-03 11:38:00-04:00,138.39999389648438,138.4499969482422,138.3800048828125,138.42999267578125,138.42999267578125,76451
2023-11-03 11:40:00-04:00,138.42999267578125,138.4949951171875,138.36000061035156,138.38999938964844,138.38999938964844,136186
2023-11-03 11:42:00-04:00,138.38999938964844,138.39999389648438,138.3000030517578,138.33929443359375,138.33929443359375,94167
2023-11-03 11:44:00-04:00,138.33999633789062,138.50999450683594,138.33999633789062,138.39999389648438,138.39999389648438,142557
